en|The Biechele Soap Company was a leading business in 19th-century Canton, Ohio. It was
en|Charles, Joseph, Leopold and Gustavus Biechele were born in Endingen am Kaiserstuhl, a small
en|in southwestern Germany. They immigrated to the United States in the mid-19th century, where
en|began to experiment with soap recipes. When the demand for his soap began on
en|small scale in 1858, he started a manufacturing plant. His brother Joseph soon joined
en|Charles started a separate grocery business and left the soap business in Joseph's care.
en|Soap soon became a national brand, and, at its height, competed with other leading
en|Joseph became a friend of Ohio governor, and eventual twenty-fifth president of The United
en|William McKinley. He attended McKinley's wedding to Ida Saxton, and was a pallbearer at
en|In 1913, Joseph Biechele sold his recipes to what is now known as Hygienic
en|Charles Robert Ashbee (17 May 1863 – 23 May 1942) was an English architect
en|designer who was a prime mover of the Arts and Crafts movement, which took
en|craft ethic from the works of John Ruskin and its co-operative structure from the
en|Ashbee was defined by one source as "designer, architect, entrepreneur, and social reformer". His
en|included metalwork, textile design, furniture, jewellery and other objects in the Modern Style (British
en|Nouveau style) and Arts and Crafts genres. He became an elected member of the
en|Ashbee was born in 1863 in Isleworth, then just West of the Victorian sprawl
en|London and now a suburb. He was the first child and only son of
en|Henry Spencer Ashbee, the senior partner in the London branch of the firm of
en|Lavy &amp; Co., and Elizabeth Jenny Lavi (1842–1919), daughter of his German business partner.
en|parents had married in Elizabeth's hometown of Hamburg, Germany on 27 June 1862. His
en|Charles Robert had three sisters Frances Mary (1866–1926), Agnes Jenny (1869–1926) and Elsa (1873–1944)
en|life was not happy. As the father became more conservative, his family followed the
en|movement of the era. "The 'excessive education' of his daughters irritated him, his Jewish
en|pro-suffragism infuriated him, and he became estranged from his socialist homosexual son, Charles". Henry
en|was, like his son after him, well travelled and a writer. He also became
en|Charles Robert Ashbee went to Wellington College and read History at King's College, Cambridge,
en|Ashbee set up his Guild and School of Handicraft in 1888 in London, while
en|resident at Toynbee Hall, one of the original settlements set up to alleviate inner
en|poverty, in this case, in the slums of Whitechapel. The fledgling venture was first
en|in temporary space but by 1890 had workshops at Essex House, Mile End Road,
en|the East End, with a retail outlet in the heart of the West End
en|fashionable Brook Street, Mayfair, more accessible to the Guild's patrons. The School closed in
en|which Ashbee blamed on "the failure of the Technical Education Board of the L.C.C.
en|keep its word with the School Committee and the impossibility of carrying on costly
en|work in the teeth of state aided competition." The following year the L.C.C. opened
en|One of Ashbee's pupils in Mile End was Frank Baines, later Sir Frank, who
